Date,Site,Type,City,Salinity,Temp,Month,Year,Where,Species,Common,Abundance
2012-05-09T00:00:00Z,SMCC Dock,Dock,South Portland,28,12,May,2012,Mainland,Corella eumyota,Tunicate,Absent
2012-05-09T00:00:00Z,SMCC Dock,Dock,South Portland,28,12,May,2012,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2012-05-09T00:00:00Z,SMCC Dock,Dock,South Portland,28,12,May,2012,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Botrylloides violaceus,Sheath Tunicate,Few
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Botryllus schlosseri,Golden Star Tunicate,Few
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Carcinus maenas,Green Crab,Common
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Ascidiella aspersa,Sea Squirt,Few
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Styela clava,Club Tunicate,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Ostrea edulis,European Oyster,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,"NA",NA,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Colpomenia peregrina,Sea potato,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Diadumene lineata,Striped Anemone,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Codium fragile,Green Fleece,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Corella eumyota,Tunicate,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2012-06-23T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jun,2012,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Botrylloides violaceus,Sheath Tunicate,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Botryllus schlosseri,Golden Star Tunicate,Few
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Carcinus maenas,Green Crab,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Ascidiella aspersa,Sea Squirt,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Styela clava,Club Tunicate,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Ostrea edulis,European Oyster,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,"NA",NA,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Colpomenia peregrina,Sea potato,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Diadumene lineata,Striped Anemone,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Codium fragile,Green Fleece,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Corella eumyota,Tunicate,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2012-06-23T00:00:00Z,SMCC Dock,Dock,South Portland,15,20,Jun,2012,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Botrylloides violaceus,Sheath Tunicate,Few
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Botryllus schlosseri,Golden Star Tunicate,Rare
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Carcinus maenas,Green Crab,Few
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Ascidiella aspersa,Sea Squirt,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Styela clava,Club Tunicate,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Ostrea edulis,European Oyster,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,"NA",NA,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Colpomenia peregrina,Sea potato,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Diadumene lineata,Striped Anemone,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Codium fragile,Green Fleece,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Corella eumyota,Tunicate,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2012-07-30T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,25,Jul,2012,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Botrylloides violaceus,Sheath Tunicate,Few
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Botryllus schlosseri,Golden Star Tunicate,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Common
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Carcinus maenas,Green Crab,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Ascidiella aspersa,Sea Squirt,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Styela clava,Club Tunicate,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Ostrea edulis,European Oyster,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,"NA",NA,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Colpomenia peregrina,Sea potato,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Diadumene lineata,Striped Anemone,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Codium fragile,Green Fleece,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Corella eumyota,Tunicate,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2012-07-30T00:00:00Z,SMCC Dock,Dock,South Portland,30,18,Jul,2012,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Botrylloides violaceus,Sheath Tunicate,Few
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Botryllus schlosseri,Golden Star Tunicate,Rare
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Carcinus maenas,Green Crab,Common
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Ascidiella aspersa,Sea Squirt,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Styela clava,Club Tunicate,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Ostrea edulis,European Oyster,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,"NA",NA,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Colpomenia peregrina,Sea potato,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Diadumene lineata,Striped Anemone,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Codium fragile,Green Fleece,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Corella eumyota,Tunicate,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2012-10-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,31,17,Oct,2012,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,Few
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Carcinus maenas,Green Crab,Few
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Ascidiella aspersa,Sea Squirt,Rare
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Styela clava,Club Tunicate,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Ostrea edulis,European Oyster,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,"NA",NA,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Colpomenia peregrina,Sea potato,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Diadumene lineata,Striped Anemone,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Codium fragile,Green Fleece,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Corella eumyota,Tunicate,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2013-06-17T00:00:00Z,Siegel's Reef,Tidepool,South Portland,30,22,Jun,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,Few
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Few
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Carcinus maenas,Green Crab,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Ascidiella aspersa,Sea Squirt,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Styela clava,Club Tunicate,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Ostrea edulis,European Oyster,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,"NA",NA,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Colpomenia peregrina,Sea potato,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Diadumene lineata,Striped Anemone,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Codium fragile,Green Fleece,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Corella eumyota,Tunicate,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2013-06-17T00:00:00Z,SMCC Dock,Dock,South Portland,30,17,Jun,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,Common
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,Rare
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Rare
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Carcinus maenas,Green Crab,Rare
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Ascidiella aspersa,Sea Squirt,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Styela clava,Club Tunicate,Rare
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Ostrea edulis,European Oyster,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,"NA",NA,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Colpomenia peregrina,Sea potato,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Diadumene lineata,Striped Anemone,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Codium fragile,Green Fleece,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Corella eumyota,Tunicate,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,25,19,Jul,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,Common
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Rare
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Carcinus maenas,Green Crab,Few
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Ascidiella aspersa,Sea Squirt,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Styela clava,Club Tunicate,Rare
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Ostrea edulis,European Oyster,Few
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,"NA",NA,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Colpomenia peregrina,Sea potato,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Diadumene lineata,Striped Anemone,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Codium fragile,Green Fleece,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Corella eumyota,Tunicate,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Palaemon elegans,European Rock Shrimp,Absent
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,20,25,Sep,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,Abundant
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,Few
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,Abundant
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Carcinus maenas,Green Crab,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Ascidiella aspersa,Sea Squirt,Few
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Styela clava,Club Tunicate,Rare
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Ostrea edulis,European Oyster,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Caprella mutica,Skeleton Shrimp,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,"NA",NA,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Colpomenia peregrina,Sea potato,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Diadumene lineata,Striped Anemone,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Codium fragile,Green Fleece,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Corella eumyota,Tunicate,Absent
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,18,17,Sep,2013,Mainland,Palaemon elegans,European Rock Shrimp,Absent
